design_id,q2_points,q2_min,q2_max,continuous_anchor_count,alias_mahalanobis_min,alias_mahalanobis_p10,alias_mahalanobis_median,alias_mahalanobis_p90,fraction_mahalanobis_ge_3p3,jac_sigma_min_3p_p10,jac_sigma_min_3p_median,jac_condition_3p_median,jac_condition_3p_p90,abs_cos_a1_loggamma_median,abs_cos_a1_m_median,abs_cos_m_loggamma_median,worst_target_slice_alias_mahalanobis_p10,median_target_slice_alias_mahalanobis_p10,worst_target_slice_abs_cos_a1_loggamma_median,trigger_a1_count,trigger_m_count,trigger_gamma_count,target_parameter_recovery_goal,note
hybrid_plus_targeted_240,240,-150.0,-0.05,96,0.203769418133023,0.40965087357165414,1.9265619983550937,3.784459061143213,0.17708333333333334,0.41832289294173286,1.7201338088787228,127.52846494804092,415.73132032002195,0.9838179010382782,0.9728713860250537,0.9130652218328745,0.7809731068249619,1.185190070998345,0.9984180099108281,22,1,73,0.95,This audit measures physical information/aliasing. 95% network recovery is tested only after a winning g design passes dataset construction and a physics ceiling test.
